brand,item_id,gross_item_value,order_date,order_datetime,product_id,order_id,customer_id,product_group,country,state
Brand 1,1407780,0.0,1/24/2024,2024-01-24T13:12:09,1059,1236643,3.69e+17,Category 8,Us,Mi
Brand 7,17092335,3.69,1/24/2024,2024-01-24T16:42:27.063000,17822,3005702,4.51e+18,Category 2,Us,Wy
Brand 1,1408035,20.54,1/24/2024,2024-01-24T16:43:42,1067,1236701,7.62e+18,Category 8,Us,Va
Brand 2,3835866,14.61,1/24/2024,2024-01-24T20:54:19,175,761382,1.08e+18,Category 8,Us,Wi
Brand 2,3835778,57.89,1/24/2024,2024-01-24T20:20:03,1308,761369,2.67e+18,Category 8,Us,Va
Brand 3,17092934,28.15,1/24/2024,2024-01-24T22:13:46.270000,14604,3005832,4.93e+17,Category 5,Us,Fl
Brand 3,17093006,1.31,1/24/2024,2024-01-24T22:40:20.317000,14414,3005841,7.82e+18,Category 2,Us,Ok
Brand 6,17092933,32.9,1/24/2024,2024-01-24T22:12:56.417000,20039,3005831,1.39e+18,Category 8,Us,Wa
Brand 5,17091370,21.69,1/24/2024,2024-01-24T11:00:01.277000,20802,3005472,2.48e+17,Category 4,Us,Pa
Brand 3,17091975,22.08,1/24/2024,2024-01-24T14:33:59.453000,11791,3005625,6.07e+17,Category 8,Us,Wi
Brand 3,17092161,16.22,1/24/2024,2024-01-24T15:38:26.153000,9607,3005664,7.98e+18,Category 10,Us,Tx
Brand 6,17092061,23.41,1/24/2024,2024-01-24T15:12:31.690000,20198,3005643,8.73e+17,Category 8,Us,Tx
Brand 3,17092275,0.0,1/24/2024,2024-01-24T16:13:24.110000,12511,3005693,2.68e+18,Category 4,Us,Pa
Brand 1,1407960,9.32,1/24/2024,2024-01-24T15:32:11,831,1236682,5.11e+18,Category 6,Us,Sc
Brand 2,3835943,5.68,1/24/2024,2024-01-24T21:33:36,531,761395,9.6e+17,Category 8,Us,Pa
Brand 1,1408452,18.47,1/24/2024,2024-01-24T21:32:41,1154,1236768,2.76e+16,Category 8,Us,Ca
Brand 2,3835715,42.82,1/24/2024,2024-01-24T19:11:51,36,761354,8.12e+18,Category 3,Us,Wi
Brand 2,3834933,14.48,1/24/2024,2024-01-24T12:42:03,1042,761201,1.38e+18,Category 8,Us,Ut
Brand 4,17090983,2.91,1/24/2024,2024-01-24T03:08:43.427000,15399,3005369,6.44e+18,Category 8,Us,Wi
Brand 3,17092325,10.55,1/24/2024,2024-01-24T16:38:30.867000,11087,3005700,1.53e+18,Category 2,Us,Tx
Brand 2,3835061,9.89,1/24/2024,2024-01-24T13:19:55,705,761222,4.5e+18,Category 8,Us,Tn
Brand 1,1407614,6.56,1/24/2024,2024-01-24T11:35:31,433,1236601,5.07e+18,Category 3,Us,Tx
Brand 3,17092684,12.38,1/24/2024,2024-01-24T19:48:22.317000,3974,3005778,2.13e+18,Category 9,Us,Tn
Brand 3,17092008,42.86,1/24/2024,2024-01-24T14:51:10.353000,10842,3005634,4.6e+18,Category 8,Us,Wa
Brand 1,1407808,113.84,1/24/2024,2024-01-24T13:40:56,1998,1236649,2.18e+17,Category 3,Us,In
Brand 1,1407493,19.51,1/24/2024,2024-01-24T10:20:51,192,1236573,3.8e+18,Category 8,Us,Wi
Brand 2,3834771,50.02,1/24/2024,2024-01-24T11:19:15,1409,761171,4.17e+18,Category 6,Us,Wy
Brand 6,17092405,80.81,1/24/2024,2024-01-24T17:16:11.053000,19985,3005720,5.16e+18,Category 8,Us,Va
Brand 2,3835772,11.15,1/24/2024,2024-01-24T19:59:37,1345,761367,3.77e+18,Category 8,Us,Pa
Brand 3,17091740,40.43,1/24/2024,2024-01-24T13:08:46.270000,4510,3005564,4.13e+18,Category 2,Us,Pa
Brand 3,17091937,11.45,1/24/2024,2024-01-24T14:07:24.397000,8601,3005611,3.29e+18,Category 9,Us,Wa
Brand 2,3835835,13.8,1/24/2024,2024-01-24T20:37:37,924,761376,1.88e+18,Category 8,Us,Pa
Brand 3,17091500,32.74,1/24/2024,2024-01-24T11:45:12.650000,14693,3005503,8.29e+18,Category 6,Us,Wa
Brand 3,17091972,26.22,1/24/2024,2024-01-24T14:29:09.010000,9640,3005623,8.37e+17,Category 6,Us,Nm
Brand 1,1407894,73.13,1/24/2024,2024-01-24T14:39:04,2000,1236668,7.84e+18,Category 3,Us,Va
Brand 3,17091489,4.95,1/24/2024,2024-01-24T11:45:12.650000,3335,3005503,8.29e+18,Category 8,Us,Wa
Brand 2,3835371,18.29,1/24/2024,2024-01-24T15:21:21,36,761282,6.91e+18,Category 3,Us,Wi
Brand 2,3834822,24.24,1/24/2024,2024-01-24T11:45:12,977,761182,6.44e+18,Category 8,Us,Wi
Brand 2,3835100,11.32,1/24/2024,2024-01-24T13:36:12,668,761233,8.95e+18,Category 8,Us,Wy
Brand 2,3834812,3.09,1/24/2024,2024-01-24T11:41:24,1088,761180,4.45e+18,Category 8,Us,Pa
Brand 2,3835683,0.5,1/24/2024,2024-01-24T18:55:12,540,761348,4.84e+18,Category 8,Us,Tx
Brand 2,3834829,3.51,1/24/2024,2024-01-24T11:45:12,764,761182,6.44e+18,Category 8,Us,Wi
Brand 1,1408515,2.28,1/24/2024,2024-01-24T21:57:08,2184,1236777,4.48e+18,Category 2,Us,Ut
Brand 3,17092040,29.92,1/24/2024,2024-01-24T14:55:09.867000,3977,3005639,2.99e+18,Category 9,Us,Va
Brand 4,17090944,45.24,1/24/2024,2024-01-24T01:53:14.080000,15685,3005364,4.22e+18,Category 8,Us,Va
Brand 2,3834530,1.36,1/24/2024,2024-01-24T08:35:58,1178,761113,5.69e+18,Category 8,Us,Pa
Brand 2,3835751,4.67,1/24/2024,2024-01-24T19:34:11,1404,761361,4.55e+18,Category 7,Us,Wv
Brand 3,17092851,2.12,1/24/2024,2024-01-24T21:35:19.043000,14431,3005812,3.52e+18,Category 2,Us,Tx
Brand 1,1408465,18.47,1/24/2024,2024-01-24T21:32:41,883,1236768,2.76e+16,Category 8,Us,Ca
Brand 3,17092209,8.31,1/24/2024,2024-01-24T15:41:26.613000,4660,3005669,8.11e+18,Category 9,Us,Va
Brand 1,1407583,12.07,1/24/2024,2024-01-24T11:14:50,1059,1236596,8.75e+18,Category 8,Us,Tx
Brand 2,3836086,39.72,1/24/2024,2024-01-24T22:14:53,371,761414,7.6e+18,Category 8,Us,Tx
Brand 2,3834366,13.28,1/24/2024,2024-01-24T00:21:19,240,761091,2.23e+18,Category 8,Us,Wi
Brand 3,17090889,13.66,1/24/2024,2024-01-24T00:36:08.170000,14388,3005353,3.68e+18,Category 2,Us,Wv
Brand 3,17091876,118.36,1/24/2024,2024-01-24T14:00:05.607000,5109,3005600,8.45e+18,Category 9,Us,Tn
Brand 3,17092642,28.25,1/24/2024,2024-01-24T19:16:19.427000,11747,3005768,5.81e+18,Category 6,Us,Wa
Brand 2,3834798,16.16,1/24/2024,2024-01-24T11:37:14,58,761179,4.48e+18,Category 3,Us,Ut
Brand 1,1408043,12.03,1/24/2024,2024-01-24T16:49:25,1056,1236703,2.31e+18,Category 8,Us,Wa
Brand 2,3835478,1.06,1/24/2024,2024-01-24T16:17:08,909,761303,4.95e+18,Category 8,Us,Pa
Brand 3,17091161,9.16,1/24/2024,2024-01-24T09:11:53.313000,11802,3005422,7.41e+18,Category 8,Us,Wv
Brand 4,17091168,12.97,1/24/2024,2024-01-24T09:18:40.793000,16122,3005423,1.31e+18,Category 4,Us,Wa
Brand 3,17092858,49.96,1/24/2024,2024-01-24T21:41:21.810000,3313,3005813,8.29e+18,Category 10,Us,Wa
Brand 3,17091224,12.66,1/24/2024,2024-01-24T09:38:02.317000,14349,3005435,5.1e+18,Category 2,Us,Tx
Brand 4,17091590,329.8,1/24/2024,2024-01-24T12:16:19.750000,15086,3005526,2.29e+18,Category 6,Us,Tx
Brand 3,17092437,64.88,1/24/2024,2024-01-24T17:39:27.190000,21883,3005728,5.47e+17,Other,Us,Mi
Brand 2,3835024,28.45,1/24/2024,2024-01-24T13:08:57,909,761216,3.71e+18,Category 8,Us,Tx
Brand 2,3834865,3.81,1/24/2024,2024-01-24T12:11:37,1051,761191,3.96e+18,Category 8,Us,Tn
Brand 3,17092817,1.1,1/24/2024,2024-01-24T21:16:56.443000,14272,3005808,2.3e+18,Category 2,Us,Wv
Brand 2,3835041,20.7,1/24/2024,2024-01-24T13:10:56,583,761220,3.09e+18,Category 8,Us,Tn
Brand 2,3835603,58.52,1/24/2024,2024-01-24T17:51:37,1407,761328,7.84e+18,Other,Us,Va
Brand 2,3835837,13.21,1/24/2024,2024-01-24T20:37:37,355,761376,1.88e+18,Category 8,Us,Pa
Brand 2,3835949,0.33,1/24/2024,2024-01-24T21:33:36,1011,761395,9.6e+17,Category 8,Us,Pa
Brand 3,17091350,9.45,1/24/2024,2024-01-24T10:53:37.720000,12512,3005469,1.6e+18,Category 4,Us,Wv
Brand 2,3834357,73.26,1/24/2024,2024-01-24T00:21:19,714,761091,2.23e+18,Category 8,Us,Wi
Brand 1,1408016,6.56,1/24/2024,2024-01-24T16:28:56,1078,1236696,8.28e+17,Category 8,Us,Oh
Brand 2,3836108,4.14,1/24/2024,2024-01-24T22:15:49,1303,761416,6.14e+18,Category 8,Us,Tn
Brand 2,3835418,30.16,1/24/2024,2024-01-24T15:53:07,816,761293,7.54e+18,Category 6,Us,Pa
Brand 2,3835771,7.98,1/24/2024,2024-01-24T19:59:37,436,761367,3.77e+18,Category 6,Us,Pa
Brand 3,17091245,7.09,1/24/2024,2024-01-24T09:44:22.717000,3987,3005442,3.43e+18,Category 9,Us,Pa
Brand 1,1408339,12.47,1/24/2024,2024-01-24T20:46:25,1036,1236754,7.09e+18,Category 8,Us,Tx
Brand 3,17092373,36.44,1/24/2024,2024-01-24T17:00:08.960000,2078,3005711,3.68e+18,Category 4,Us,Wv
Brand 3,17091017,37.87,1/24/2024,2024-01-24T06:25:48.283000,2515,3005376,3.99e+18,Category 8,Us,Wa
Brand 3,17092013,0.0,1/24/2024,2024-01-24T14:51:18.780000,2207,3005635,6.76e+18,Category 8,Us,Pa
Brand 3,17091006,26.83,1/24/2024,2024-01-24T05:37:20.017000,7168,3005373,2.02e+18,Category 6,Us,Tx
Brand 3,17092146,30.78,1/24/2024,2024-01-24T15:37:55.410000,22038,3005662,3.22e+18,Other,Us,Wy
Brand 1,1408236,11.2,1/24/2024,2024-01-24T19:33:25,1059,1236735,1.18e+18,Category 8,Us,Sc
Brand 2,3834372,6.66,1/24/2024,2024-01-24T01:45:06,950,761093,3.17e+18,Category 8,Us,Wa
Brand 2,3834750,105.77,1/24/2024,2024-01-24T11:11:59,1074,761167,3.12e+18,Category 8,Us,Tx
Brand 3,17091131,26.2,1/24/2024,2024-01-24T08:42:46.093000,7112,3005410,1.02e+17,Category 4,Us,Oh
Brand 3,17092030,27.2,1/24/2024,2024-01-24T14:53:00.370000,13837,3005636,2.56e+18,Category 9,Us,Wi
Brand 3,17092502,73.25,1/24/2024,2024-01-24T18:22:20.693000,9576,3005744,2.87e+17,Category 4,Us,Pa
Brand 4,17092289,3.33,1/24/2024,2024-01-24T16:24:14.407000,16020,3005695,7.16e+18,Category 8,Us,Wi
Brand 3,17091733,156.25,1/24/2024,2024-01-24T13:02:16.233000,2206,3005561,7.76e+18,Category 9,Us,Wa
Brand 3,17091971,57.37,1/24/2024,2024-01-24T14:29:09.010000,6284,3005623,8.37e+17,Category 6,Us,Nm
Brand 3,17091438,143.88,1/24/2024,2024-01-24T11:32:08.820000,12421,3005496,7.46e+18,Category 9,Us,Tx
Brand 2,3836184,10.09,1/24/2024,2024-01-24T22:48:11,1041,761427,4e+18,Category 8,Us,Va
Brand 6,17092292,5.93,1/24/2024,2024-01-24T16:24:14.407000,19831,3005695,7.16e+18,Category 8,Us,Wi
Brand 7,17091197,21.49,1/24/2024,2024-01-24T09:26:52.147000,18415,3005429,4.03e+18,Category 6,Us,Oh
Brand 3,17093103,16.45,1/24/2024,2024-01-24T23:19:49.890000,8071,3005859,6.76e+18,Category 8,Us,Pa
Brand 1,1407298,20.5,1/24/2024,2024-01-24T07:18:08,891,1236532,2.33e+18,Category 8,Us,Wi
Brand 1,1407459,25.14,1/24/2024,2024-01-24T09:34:03,474,1236563,3.11e+18,Category 8,Us,Tx
Brand 3,17091246,1.9,1/24/2024,2024-01-24T09:44:22.717000,3977,3005442,3.43e+18,Category 9,Us,Pa
Brand 7,17092647,15.63,1/24/2024,2024-01-24T19:16:19.427000,19365,3005768,5.81e+18,Category 6,Us,Wa
Brand 3,17091879,28.72,1/24/2024,2024-01-24T14:00:08.703000,612,3005601,5.54e+18,Category 8,Us,Va
Brand 1,1407224,8.83,1/24/2024,2024-01-24T03:26:43,2082,1236518,5.21e+18,Category 1,Us,Wa
Brand 4,17091692,16.04,1/24/2024,2024-01-24T12:51:33.550000,15897,3005550,7.88e+18,Category 8,Us,Il
Brand 3,17092421,49.79,1/24/2024,2024-01-24T17:34:10.663000,3975,3005726,1.83e+17,Category 9,Us,Fl
Brand 1,1408187,6.26,1/24/2024,2024-01-24T18:32:46,2109,1236728,2.47e+18,Category 8,Us,Sc
Brand 3,17092534,92.2,1/24/2024,2024-01-24T18:30:18.887000,21473,3005748,7.69e+18,Category 7,Us,Va
Brand 4,17092871,44.47,1/24/2024,2024-01-24T21:43:15.303000,16114,3005816,6.89e+18,Category 8,Us,Pa
Brand 3,17091451,7.23,1/24/2024,2024-01-24T11:41:19.113000,6908,3005500,4.47e+18,Category 6,Us,Ut
Brand 4,17091512,117.11,1/24/2024,2024-01-24T11:45:33.450000,15196,3005504,7.8e+18,Category 8,Us,Tn
Brand 3,17091615,12.24,1/24/2024,2024-01-24T12:19:58.840000,617,3005529,5.58e+18,Category 8,Us,Tx
Brand 3,17091133,402.53,1/24/2024,2024-01-24T08:46:33.923000,7611,3005411,9.68e+17,Category 10,Us,Oh
Brand 1,1408103,2.95,1/24/2024,2024-01-24T17:34:23,339,1236712,7.66e+17,Category 8,Us,Tn
Brand 2,3834842,7.73,1/24/2024,2024-01-24T11:51:51,709,761184,1.31e+18,Category 8,Us,Wa
Brand 2,3836068,6.02,1/24/2024,2024-01-24T22:14:31,151,761412,7e+18,Category 3,Us,Va
Brand 1,1407775,13.18,1/24/2024,2024-01-24T13:02:19,855,1236642,6.94e+17,Category 8,Us,Ny
Brand 3,17091723,46.9,1/24/2024,2024-01-24T13:00:07.520000,5263,3005559,6.66e+18,Category 6,Us,Va
Brand 3,17092494,11.78,1/24/2024,2024-01-24T18:16:11.817000,12333,3005742,6.29e+18,Category 4,Us,Wi
Brand 3,17092272,28.93,1/24/2024,2024-01-24T16:12:11.060000,680,3005691,7.47e+18,Category 8,Us,Tx
Brand 3,17090875,11.03,1/24/2024,2024-01-24T00:23:01.253000,7315,3005348,4.8e+18,Category 8,Us,Va
Brand 5,17091665,4.93,1/24/2024,2024-01-24T12:35:07.827000,21332,3005539,1.13e+18,Category 4,Us,Wa
Brand 2,3835909,0.93,1/24/2024,2024-01-24T21:11:31,942,761388,8.95e+17,Category 8,Us,Ct
Brand 1,1407714,21.46,1/24/2024,2024-01-24T12:42:50,959,1236626,7.69e+18,Category 8,Us,Va
Brand 2,3834659,38.43,1/24/2024,2024-01-24T10:37:37,371,761148,7.19e+18,Category 8,Us,Wa
Brand 3,17091449,18.48,1/24/2024,2024-01-24T11:41:19.113000,7722,3005500,4.47e+18,Category 6,Us,Ut
Brand 3,17091628,147.75,1/24/2024,2024-01-24T12:27:29.757000,3313,3005532,3.25e+18,Category 10,Us,Wi
Brand 3,17092507,20.72,1/24/2024,2024-01-24T18:23:40.900000,279,3005745,1.78e+18,Category 9,Us,Tx
Brand 1,1407972,56.16,1/24/2024,2024-01-24T15:35:50,627,1236685,4.45e+18,Category 8,Us,Pa
Brand 3,17091881,11.21,1/24/2024,2024-01-24T14:00:08.703000,3008,3005601,5.54e+18,Category 8,Us,Va
Brand 3,17091056,4.09,1/24/2024,2024-01-24T06:55:59.167000,19617,3005384,7.16e+18,Category 2,Us,Wi
Brand 6,17091893,5.58,1/24/2024,2024-01-24T14:00:08.703000,19858,3005601,5.54e+18,Category 8,Us,Va
Brand 7,17091755,6.94,1/24/2024,2024-01-24T13:20:32.953000,17771,3005569,8.47e+18,Category 6,Us,Wi
Brand 3,17091202,17.05,1/24/2024,2024-01-24T09:34:36.603000,7722,3005432,1.06e+18,Category 6,Us,Tx
Brand 2,3836177,23.02,1/24/2024,2024-01-24T22:44:06,901,761426,8.84e+18,Category 8,Us,Tx
Brand 1,1407307,10.36,1/24/2024,2024-01-24T07:52:10,448,1236535,1.6e+18,Category 8,Us,Wv
Brand 1,1408541,63.17,1/24/2024,2024-01-24T22:44:33,1998,1236784,3.34e+18,Category 3,Us,Tx
Brand 1,1408107,3.28,1/24/2024,2024-01-24T17:34:23,495,1236712,7.66e+17,Category 8,Us,Tn
Brand 6,17091870,14.57,1/24/2024,2024-01-24T14:00:00.340000,20212,3005597,2.75e+18,Category 8,Us,Wv
Brand 2,3834431,0.3,1/24/2024,2024-01-24T03:52:48,1346,761100,3.2e+18,Category 8,Us,Wa
Brand 2,3835143,4.05,1/24/2024,2024-01-24T14:01:05,100,761243,5.95e+18,Category 3,Us,Tx
Brand 2,3834828,3.19,1/24/2024,2024-01-24T11:45:12,533,761182,6.44e+18,Category 8,Us,Wi
Brand 1,1408923,4.03,1/25/2024,2024-01-25T09:24:32,760,1236838,8.11e+18,Category 8,Us,Va
Brand 3,17095075,5.31,1/25/2024,2024-01-25T18:54:03.783000,9105,3006322,4.44e+18,Category 6,Us,Wv
Brand 1,1409066,3.68,1/25/2024,2024-01-25T10:12:00,1138,1236859,1.82e+18,Category 8,Us,Wa
Brand 3,17093422,24.14,1/25/2024,2024-01-25T06:08:49.800000,8767,3005915,7.82e+18,Category 8,Us,Ok
Brand 2,3837192,11.37,1/25/2024,2024-01-25T16:31:21,1178,761621,4.07e+18,Category 8,Us,Wa
Brand 6,17094827,9.69,1/25/2024,2024-01-25T16:37:09.583000,20011,3006272,9.15e+18,Category 8,Us,Tx
Brand 3,17094014,8.2,1/25/2024,2024-01-25T12:03:58.863000,13505,3006079,7.36e+18,Category 4,Us,Tx
Brand 7,17093177,16.94,1/25/2024,2024-01-25T00:03:35.140000,17743,3005873,3.47e+18,Category 5,Us,Va
Brand 3,17094328,25.17,1/25/2024,2024-01-25T13:18:22.683000,12341,3006142,1.99e+18,Category 8,Us,Tn
Brand 1,1409262,2.37,1/25/2024,2024-01-25T12:01:17,1001,1236895,7.41e+18,Category 8,Us,Wv
Brand 3,17093211,113.16,1/25/2024,2024-01-25T00:16:25.507000,279,3005877,1.04e+18,Category 9,Us,Tx
Brand 3,17094916,13.43,1/25/2024,2024-01-25T17:03:36.860000,12516,3006285,6.38e+18,Category 4,Us,Wv
Brand 2,3837342,18.24,1/25/2024,2024-01-25T17:38:41,764,761651,7.3e+18,Category 8,Us,Va
Brand 3,17094124,39.52,1/25/2024,2024-01-25T12:20:50.760000,9918,3006095,4.02e+18,Category 4,Us,Wi
Brand 1,1409479,17.04,1/25/2024,2024-01-25T14:31:41,180,1236937,1.39e+18,Category 8,Us,Wa
Brand 2,3836867,1.49,1/25/2024,2024-01-25T13:07:21,818,761549,1.31e+18,Category 8,Us,Wa
Brand 4,17094075,6.89,1/25/2024,2024-01-25T12:13:52.650000,15497,3006089,7.43e+18,Category 8,Us,Oh
Brand 3,17094230,43.06,1/25/2024,2024-01-25T12:54:26.673000,2206,3006124,1.08e+18,Category 9,Us,Wi
Brand 3,17094776,10.41,1/25/2024,2024-01-25T16:31:27.507000,11609,3006268,3.08e+18,Category 8,Us,Wi
Brand 3,17095282,18.24,1/25/2024,2024-01-25T20:55:05.940000,3975,3006366,5.18e+18,Category 9,Us,Va
Brand 3,17093985,33.72,1/25/2024,2024-01-25T12:01:23.690000,20606,3006076,5.38e+18,Category 10,Us,Va
Brand 3,17094004,34.32,1/25/2024,2024-01-25T12:03:58.863000,9109,3006079,7.36e+18,Category 4,Us,Tx
Brand 3,17095411,9.28,1/25/2024,2024-01-25T21:33:39.157000,9948,3006385,5.14e+17,Category 4,Us,Tx
Brand 3,17094352,10.14,1/25/2024,2024-01-25T13:32:10.647000,612,3006151,7.33e+18,Category 8,Us,Ok
Brand 2,3836749,3.42,1/25/2024,2024-01-25T12:01:05,530,761526,8.35e+18,Category 8,Us,Wi
Brand 2,3836975,10.56,1/25/2024,2024-01-25T14:20:39,145,761579,6.25e+18,Category 3,Us,Pa
Brand 1,1409048,10.77,1/25/2024,2024-01-25T10:07:34,389,1236857,7.29e+18,Category 8,Us,Sc
Brand 3,17095119,16.15,1/25/2024,2024-01-25T19:33:34.293000,3612,3006332,6.46e+18,Category 6,Us,Wi
Brand 3,17095490,11.9,1/25/2024,2024-01-25T22:01:39.683000,21906,3006398,5.64e+18,Category 6,Us,Va
Brand 1,1409970,3.93,1/25/2024,2024-01-25T22:02:43,604,1237038,4.1e+18,Category 8,Us,Sc
Brand 3,17095264,14.44,1/25/2024,2024-01-25T20:30:15.733000,11502,3006361,4.31e+18,Category 9,Us,Va
Brand 3,17095622,9.55,1/25/2024,2024-01-25T23:35:04.560000,3982,3006429,8.94e+18,Category 9,Us,Sc
Brand 3,17094631,12.2,1/25/2024,2024-01-25T15:29:57.157000,5147,3006235,8.25e+17,Category 4,Us,Pa
Brand 3,17093198,12.62,1/25/2024,2024-01-25T00:09:17.387000,11990,3005875,5.63e+17,Category 4,Us,Pa
Brand 2,3837612,0.58,1/25/2024,2024-01-25T20:55:33,1009,761700,4.53e+18,Category 8,Us,Wa
Brand 1,1409008,18.22,1/25/2024,2024-01-25T09:52:39,921,1236852,6.51e+18,Category 8,Us,Pa
Brand 3,17095248,35.15,1/25/2024,2024-01-25T20:23:05.593000,13415,3006358,4.28e+18,Category 4,Us,Wi
Brand 3,17093961,15.81,1/25/2024,2024-01-25T11:50:19.580000,3977,3006063,7.39e+18,Category 9,Us,Wv
Brand 2,3837673,12.2,1/25/2024,2024-01-25T21:42:35,626,761712,3.63e+18,Category 8,Us,Tx
Brand 3,17093912,11.26,1/25/2024,2024-01-25T11:34:08.780000,6168,3006051,2.87e+17,Category 4,Us,Pa
Brand 1,1409413,6.54,1/25/2024,2024-01-25T13:52:54,444,1236928,4.28e+18,Category 8,Us,Wi
Brand 2,3837004,3.46,1/25/2024,2024-01-25T14:50:01,949,761589,6.5e+18,Category 8,Us,Wi
Brand 2,3837804,13.39,1/25/2024,2024-01-25T23:37:24,1129,761738,4.53e+18,Category 8,Us,Wa
Brand 1,1409258,16.41,1/25/2024,2024-01-25T12:01:17,1014,1236895,7.41e+18,Category 8,Us,Wv
Brand 5,17093730,36.98,1/25/2024,2024-01-25T10:00:02.420000,20765,3005990,3.13e+18,Category 4,Us,Wa
Brand 2,3836667,21.45,1/25/2024,2024-01-25T11:20:10,1062,761514,1.89e+18,Category 8,Us,Wa
Brand 2,3836862,9.48,1/25/2024,2024-01-25T12:56:33,402,761548,5.18e+18,Category 8,Us,Va
Brand 3,17093333,11.84,1/25/2024,2024-01-25T01:35:13.490000,6901,3005897,3.08e+17,Category 8,Us,Nc
Brand 2,3836888,15.96,1/25/2024,2024-01-25T13:17:35,499,761556,6.14e+18,Category 8,Us,Tn
Brand 3,17093338,5.27,1/25/2024,2024-01-25T01:35:13.490000,13576,3005897,3.08e+17,Category 1,Us,Nc
Brand 3,17094127,1.21,1/25/2024,2024-01-25T12:20:50.760000,14276,3006095,4.02e+18,Category 2,Us,Wi
Brand 3,17093350,33.85,1/25/2024,2024-01-25T02:09:43.587000,13818,3005900,7.77e+17,Category 1,Us,Ms
Brand 3,17095496,13.95,1/25/2024,2024-01-25T22:02:53.450000,9531,3006400,7.7e+18,Category 7,Us,Tx
Brand 4,17094859,2.72,1/25/2024,2024-01-25T16:37:35.307000,17133,3006274,2.84e+18,Category 8,Us,Va
Brand 3,17094540,12.5,1/25/2024,2024-01-25T14:59:48.900000,3643,3006201,5.52e+18,Category 4,Us,Oh
Brand 2,3837803,12.49,1/25/2024,2024-01-25T23:37:24,1127,761738,4.53e+18,Category 8,Us,Wa
Brand 1,1408678,3.72,1/25/2024,2024-01-25T00:48:31,360,1236804,2.05e+18,Category 8,Us,Wi
Brand 3,17093927,26.63,1/25/2024,2024-01-25T11:36:07.027000,4747,3006054,5.82e+18,Category 6,Us,Wi
Brand 2,3837049,9.01,1/25/2024,2024-01-25T15:35:50,959,761598,6.34e+17,Category 8,Us,Ky
Brand 4,17094856,3.08,1/25/2024,2024-01-25T16:37:35.307000,15885,3006274,2.84e+18,Category 8,Us,Va
Brand 2,3836643,22.4,1/25/2024,2024-01-25T10:58:06,1071,761510,5.3e+18,Category 8,Us,Pa
Brand 4,17093291,17.15,1/25/2024,2024-01-25T01:07:46.690000,16957,3005893,4.2e+18,Category 8,Us,Wi
Brand 1,1408847,4.42,1/25/2024,2024-01-25T07:34:06,598,1236827,4.1e+17,Category 8,Us,Nc
Brand 2,3837465,11.82,1/25/2024,2024-01-25T19:34:16,706,761673,1.09e+18,Category 8,Us,Wv
Brand 3,17093806,157.07,1/25/2024,2024-01-25T10:33:25.470000,7185,3006019,7.53e+18,Category 6,Us,Wi
Brand 2,3837417,1.15,1/25/2024,2024-01-25T18:37:05,877,761663,9.17e+18,Category 8,Us,Wa
Brand 1,1409134,9.55,1/25/2024,2024-01-25T10:40:04,1277,1236868,3.72e+18,Category 8,Us,Tx
Brand 4,17094068,5.77,1/25/2024,2024-01-25T12:12:06.860000,16198,3006087,6.86e+18,Category 2,Us,Mo
Brand 2,3837413,3.52,1/25/2024,2024-01-25T18:33:42,923,761662,4.65e+18,Category 8,Us,Tx
Brand 2,3836678,11.0,1/25/2024,2024-01-25T11:29:02,981,761517,5.31e+18,Category 8,Us,Wi
Brand 3,17094725,68.3,1/25/2024,2024-01-25T16:09:01.943000,13240,3006259,7.64e+18,Category 4,Us,Wa
Brand 2,3836942,21.2,1/25/2024,2024-01-25T13:58:05,712,761569,7.52e+18,Category 8,Us,Va
Brand 2,3836298,21.77,1/25/2024,2024-01-25T01:32:36,528,761450,5.16e+18,Category 8,Us,Va
Brand 6,17093620,4.23,1/25/2024,2024-01-25T09:12:56.577000,20361,3005954,7.41e+18,Category 8,Us,Wv
Brand 1,1409117,4.06,1/25/2024,2024-01-25T10:34:33,766,1236866,5.31e+17,Category 8,Us,Oh
Brand 1,1409038,14.3,1/25/2024,2024-01-25T10:07:34,807,1236857,7.29e+18,Category 8,Us,Sc
Brand 3,17093954,7.6,1/25/2024,2024-01-25T11:46:21.137000,11147,3006060,4.57e+18,Other,Us,Wv
Brand 3,17094500,6.06,1/25/2024,2024-01-25T14:44:43.783000,9196,3006194,4.09e+18,Category 9,Us,Vi
Brand 1,1409759,3.97,1/25/2024,2024-01-25T19:10:25,696,1237006,1.3e+18,Category 8,Us,Wa
Brand 1,1408890,11.64,1/25/2024,2024-01-25T08:49:07,2003,1236832,3.37e+18,Category 3,Us,Tx
Brand 3,17094795,9.23,1/25/2024,2024-01-25T16:37:09.583000,647,3006272,9.15e+18,Category 8,Us,Tx
Brand 2,3837632,14.21,1/25/2024,2024-01-25T21:13:57,1158,761705,3.77e+18,Category 8,Us,Pa
Brand 3,17093593,7.33,1/25/2024,2024-01-25T08:56:57.687000,12454,3005951,7.6e+18,Category 5,Us,Tx
Brand 3,17093635,27.7,1/25/2024,2024-01-25T09:18:33.357000,441,3005960,6.75e+18,Category 2,Us,Tx
Brand 3,17095618,9.66,1/25/2024,2024-01-25T23:33:01.800000,9707,3006428,2.57e+18,Category 8,Us,Va
Brand 1,1409318,21.7,1/25/2024,2024-01-25T12:25:18,1054,1236903,7.8e+18,Category 8,Us,Tn
